station;station_name;lat;lon;alt;year;month;oni;enso_phase;tmean;tmax;tmin;prec_mm;raindays;pmax24_mm;conc;nValidT;nValidP
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2019;09;0.23;neutral;21.59;31.66;13.66;32.8;2;21;0.64;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2019;10;0.39;neutral;23.1;32.36;15.95;56.2;7;18.4;0.327;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2019;11;0.58;EN_weakmod;23.09;30.37;18.47;219.2;18;41.6;0.19;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2019;12;0.66;EN_weakmod;22.82;29.68;18.19;347.8;16;74.4;0.214;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;01;0.64;EN_weakmod;23.82;30.14;19.69;621.2;16;132.8;0.214;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;02;0.63;EN_weakmod;23.07;29.06;19.48;352.2;21;46.6;0.132;29;29
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;03;0.53;EN_weakmod;22.06;29.03;17.38;209.6;12;54.4;0.26;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;04;0.3;neutral;21.04;28.06;16.19;89.8;7;47;0.523;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;05;0.01;neutral;17.01;25.45;10.9;41.8;6;19.8;0.474;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;06;-0.23;neutral;17;26.5;10.15;5.8;2;3.8;0.655;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;07;-0.36;neutral;17.23;27.22;9.88;0.6;0;0.6;1;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;08;-0.53;LN;17.01;26.78;9.46;12.2;1;12;0.984;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;09;-0.85;LN;20.73;31.6;12.12;16.2;1;15.4;0.951;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;10;-1.12;LN;23.04;30.5;17.44;134.4;11;35.4;0.263;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;11;-1.2;LN;22.28;29.52;17.18;100;9;21.6;0.216;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2020;12;-1.08;LN;23.06;29.87;18.35;266;16;51;0.192;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;01;-0.91;LN;24.02;30.97;18.12;178;11;60;0.337;31;21
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;02;-0.79;LN;22.45;28.71;18.56;374.4;18;88.6;0.237;28;28
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;03;-0.71;LN;22.51;30.35;16.87;75;5;39;0.52;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;04;-0.55;LN;19.93;29.02;13.35;8;1;5.4;0.675;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;05;-0.39;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;4;4
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;06;-0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;07;-0.35;neutral;14.92;25.93;6.39;0.4;0;0.2;0.5;29;29
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;08;-0.45;neutral;17.75;27.47;10.05;6;1;5.8;0.967;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;09;-0.63;LN;22.48;32.53;14.47;9;3;4.6;0.511;29;28
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;10;-0.76;LN;22.32;28.95;17.71;231.8;18;53.8;0.232;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;11;-0.91;LN;21.74;28.73;16.79;270.6;12;83;0.307;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2021;12;-0.87;LN;21.93;28.18;17.68;406;15;90.2;0.222;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;01;-0.82;LN;22.66;29.14;18.65;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;02;-0.79;LN;22.27;28.35;18.58;NaN;NaN;NaN;;28;28
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;03;-0.86;LN;22.85;31.26;16.63;NaN;NaN;NaN;;31;0
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;04;-0.95;LN;21.54;29.94;15.84;NaN;NaN;NaN;;30;5
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;05;-0.9;LN;16.94;25.8;10.68;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;06;-0.78;LN;16.17;26.43;9.11;NaN;NaN;NaN;;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;07;-0.76;LN;15.88;26.46;8.01;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;08;-0.87;LN;17.69;27.67;9.7;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;09;-0.97;LN;20.37;29.09;13.34;NaN;NaN;NaN;;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;10;-0.94;LN;22.22;30.36;16.42;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;11;-0.85;LN;21.01;28.28;15.85;NaN;NaN;NaN;;30;12
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2022;12;-0.71;LN;21.91;27.55;18.39;NaN;NaN;NaN;;31;10
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;01;-0.54;LN;22.22;28.25;18.85;509.4;24;62.8;0.123;31;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;02;-0.29;neutral;23.16;30.93;18.43;61;8;25.6;0.42;24;23
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;03;-0.02;neutral;22.99;30.93;17.37;139.6;7;98;0.702;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;04;0.27;neutral;21.42;28.73;16.6;144.6;9;38;0.263;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;05;0.57;EN_weakmod;17.64;26.92;10.88;76.6;2;73.2;0.956;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;06;0.84;EN_weakmod;16.07;25.97;9.13;9;1;7;0.778;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;07;1.12;EN_weakmod;17.07;27.1;9.7;2.2;1;1;0.455;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;08;1.37;EN_weakmod;18.69;28.79;11.3;26.8;6;7.4;0.276;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;09;1.6;EN_strong;22.37;31.87;15.06;26;5;16.2;0.623;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;10;1.83;EN_strong;24.45;32.16;19.03;91.2;9;19.8;0.217;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;11;1.99;EN_strong;24.59;33.17;18.02;213.6;8;69.6;0.326;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2023;12;2.06;EN_strong;24.68;32.21;19.27;24.4;3;9.8;0.402;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;01;1.92;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;02;1.62;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;29;29
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;03;1.26;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;04;0.82;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;05;0.49;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;06;0.22;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;07;0.08;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;08;-0.07;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;09;-0.17;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;10;-0.21;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;3;3
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;11;-0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2024;12;-0.42;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;15;15
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;01;-0.45;neutral;23.4;30.24;19.23;180.4;11;32.6;0.181;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;02;-0.24;neutral;23.25;31.38;17.11;60.4;3;47.6;0.788;28;28
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;03;-0.06;neutral;23.29;31.16;18;135.6;11;50.4;0.372;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;04;0.02;neutral;21.99;28.31;17.7;83;6;47;0.566;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;05;-0.02;neutral;18.2;26.85;11.84;0.4;0;0.2;0.5;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;06;-0.04;neutral;17.01;26.83;10.26;7.6;1;7.6;1;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;07;-0.14;neutral;15.95;26.35;8.08;4.6;1;4.4;0.957;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;08;-0.28;neutral;17.25;27.94;8.85;1.4;1;1.2;0.857;31;31
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;09;-0.4;neutral;20.64;30.31;12.75;8.6;2;6.6;0.767;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;10;-0.51;LN;21.84;29.86;15.44;9.6;1;9.6;1;31;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;11;-0.55;LN;22.52;29.98;16.94;164.4;11;57.8;0.352;30;30
A535;FLORESTAL;-19,88527777;-44,41694443;753,5;2025;12;-0.54;LN;23.52;30.77;18.74;191.8;18;44.2;0.23;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2017;10;-0.6;LN;NaN;NaN;NaN;NaN;NaN;NaN;;1;1
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2017;11;-0.77;LN;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2017;12;-0.86;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;01;-0.77;LN;23.88;30.28;18.79;348;13;50.4;0.145;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;02;-0.71;LN;23.26;28.88;19.03;148.4;8;51.2;0.345;28;28
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;03;-0.57;LN;23.98;30.21;19.13;61.4;5;30.2;0.492;31;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;04;-0.39;neutral;21.7;28.05;15.96;3;2;1.2;0.4;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;05;-0.13;neutral;18.97;26.76;12.15;23.4;2;18.6;0.795;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;06;0.06;neutral;19.22;26.53;12.63;9.6;2;5.6;0.583;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;07;0.14;neutral;18.45;27.21;10.2;0;0;0;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;08;0.27;neutral;19.36;26.75;12.55;46.6;6;20.4;0.438;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;09;0.53;EN_weakmod;22.15;29.65;15.27;48.2;10;16;0.332;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;10;0.81;EN_weakmod;23.59;29.8;18.64;132.8;10;35.2;0.265;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;11;0.97;EN_weakmod;22.36;27.37;18.21;350.2;18;54.8;0.156;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2018;12;0.92;EN_weakmod;23.65;30.17;18.73;215;12;44;0.205;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;01;0.89;EN_weakmod;25.2;32.17;18.97;102;6;42.2;0.414;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;02;0.86;EN_weakmod;24.02;30.39;19.15;378.8;16;67.4;0.178;28;28
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;03;0.84;EN_weakmod;23.39;29.81;18.73;167.2;12;50.4;0.301;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;04;0.77;EN_weakmod;22.87;29.45;17.7;92;9;30.4;0.33;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;05;0.64;EN_weakmod;20.99;27.85;15.19;19.8;5;7.4;0.374;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;06;0.52;EN_weakmod;18.64;26.32;11.44;15.8;1;15.4;0.975;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;07;0.33;neutral;17.45;25.99;9.19;0.8;0;0.8;1;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;08;0.19;neutral;20.06;28.35;12.46;0;0;0;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;09;0.23;neutral;23.92;32.06;16;57.2;3;39.2;0.685;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;10;0.39;neutral;24.32;31.66;17.74;95.8;9;23.6;0.246;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;11;0.58;EN_weakmod;23.44;29.54;19.09;157.4;16;21.4;0.136;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2019;12;0.66;EN_weakmod;23.71;29.79;19.05;309;12;68.6;0.222;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;01;0.64;EN_weakmod;24.11;30.33;20.3;312.6;15;88.6;0.283;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;02;0.63;EN_weakmod;23.4;29.15;19.72;311.8;19;58.6;0.188;29;29
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;03;0.53;EN_weakmod;22.63;28.8;18.04;115.6;10;34.2;0.296;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;04;0.3;neutral;21.72;28.06;16.65;60.4;6;29.8;0.493;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;05;0.01;neutral;18.16;25.23;11.85;32;6;13.8;0.431;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;06;-0.23;neutral;18.73;26.35;11.79;0.2;0;0.2;1;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;07;-0.36;neutral;19.32;27.31;11.51;0.2;0;0.2;1;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;08;-0.53;LN;19.34;27.28;11.28;11.2;1;10.4;0.929;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;09;-0.85;LN;23.51;31.6;14.61;12.8;1;12.4;0.969;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;10;-1.12;LN;24.08;30.61;18.6;94.2;11;16.6;0.176;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;11;-1.2;LN;23.34;29.69;17.88;127.6;11;32.8;0.257;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2020;12;-1.08;LN;23.72;29.56;19.39;191.4;16;53;0.277;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;01;-0.91;LN;24.11;30.61;18.59;198.8;12;55.6;0.28;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;02;-0.79;LN;22.96;29;19;212.2;19;32;0.151;28;28
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;03;-0.71;LN;23.66;30.21;18.04;80.4;6;29.6;0.368;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;04;-0.55;LN;21.36;29.08;14.55;NaN;NaN;NaN;;30;0
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;05;-0.39;neutral;20.12;28.05;13.35;20;2;16.8;0.84;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;06;-0.3;neutral;18.55;26.41;11.6;1;0;0.2;0.2;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;07;-0.35;neutral;17.01;25.85;8.22;0;0;0;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;08;-0.45;neutral;20.09;28.06;11.82;2.4;1;2.2;0.917;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;09;-0.63;LN;24.68;32.89;16.9;5;2;4;0.8;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;10;-0.76;LN;22.85;28.76;18.34;217;16;40.6;0.187;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;11;-0.91;LN;22.95;28.98;17.94;139.4;10;69;0.495;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2021;12;-0.87;LN;22.86;28.56;18.54;300;12;66.8;0.223;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;01;-0.82;LN;23.18;28.76;19.27;601;21;94.6;0.157;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;02;-0.79;LN;22.92;28.9;19.28;301;20;35.6;0.118;28;28
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;03;-0.86;LN;24.47;31.66;18.05;20.4;3;15.4;0.755;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;04;-0.95;LN;22.63;29.53;16.91;66.2;6;24.2;0.366;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;05;-0.9;LN;18.36;25.95;11.82;27.6;3;22;0.797;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;06;-0.78;LN;18.08;26.28;10.74;0;0;0;;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;07;-0.76;LN;18.51;26.87;9.99;1.6;1;1.6;1;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;08;-0.87;LN;19.83;27.62;11.78;2.4;1;2.4;1;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;09;-0.97;LN;21.96;29.42;14.98;36.2;2;30.8;0.851;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;10;-0.94;LN;23.8;30.6;17.79;155.2;11;36;0.232;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;11;-0.85;LN;21.75;28.06;16.79;172.6;17;32.2;0.187;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2022;12;-0.71;LN;22.3;27.75;18.72;382.4;24;76.8;0.201;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;01;-0.54;LN;22.71;28.55;19.16;525;25;74.8;0.142;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;02;-0.29;neutral;24.15;30.75;19.26;149;12;35.8;0.24;28;28
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;03;-0.02;neutral;23.96;30.7;18.63;85;10;28.8;0.339;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;04;0.27;neutral;21.98;28.33;16.91;72;7;31.4;0.436;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;05;0.57;EN_weakmod;19.14;26.66;12.49;9.8;1;6.8;0.694;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;06;0.84;EN_weakmod;17.8;25.92;10.62;5.6;1;3;0.536;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;07;1.12;EN_weakmod;18.78;26.81;11.15;2;1;1.8;0.9;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;08;1.37;EN_weakmod;21.07;28.85;13.41;2.4;0;0.8;0.333;23;22
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;09;1.6;EN_strong;24.86;32.53;17.43;20.6;3;16.8;0.816;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;10;1.83;EN_strong;25.56;32.38;20.33;182.6;11;45;0.246;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;11;1.99;EN_strong;25.48;32.55;19.03;183.4;9;34.2;0.186;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2023;12;2.06;EN_strong;25.51;31.83;20.26;108.6;12;32.4;0.298;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;01;1.92;EN_strong;24.1;30.08;20.18;267;16;41.6;0.156;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;02;1.62;EN_strong;24.03;30.08;19.87;117;15;23.6;0.202;29;29
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;03;1.26;EN_weakmod;24.38;30.41;20.27;233;13;101.4;0.435;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;04;0.82;EN_weakmod;23.41;30.26;17.6;46.8;5;33.8;0.722;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;05;0.49;neutral;21.77;29.74;14.49;12.8;2;8.8;0.688;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;06;0.22;neutral;19.23;28.02;11.2;0.8;0;0.2;0.25;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;07;0.08;neutral;19.38;28.04;11.07;0;0;0;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;08;-0.07;neutral;20.58;29.86;11.53;0;0;0;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;09;-0.17;neutral;24.93;33.33;15.87;0.4;0;0.2;0.5;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;10;-0.21;neutral;24.42;31.35;18.94;146.4;9;46.2;0.316;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;11;-0.3;neutral;23.37;28.7;19.13;231.2;12;106.6;0.461;30;29
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2024;12;-0.42;neutral;23.64;29.51;19.4;356.2;19;46.6;0.131;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;01;-0.45;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;02;-0.24;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;25;24
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;03;-0.06;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;04;0.02;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;26;14
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;05;-0.02;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;26;14
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;06;-0.04;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;5;4
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;07;-0.14;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;08;-0.28;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;09;-0.4;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;14;14
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;10;-0.51;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;11;-0.55;LN;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A564;DIVINOPOLIS;-20,17333332;-44,87499999;796;2025;12;-0.54;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2017;10;-0.6;LN;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A570;OLIVEIRA;-20,715;-44,86444444;1025;2017;11;-0.77;LN;NaN;NaN;NaN;NaN;NaN;NaN;;2;2
A570;OLIVEIRA;-20,715;-44,86444444;1025;2017;12;-0.86;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;01;-0.77;LN;22.21;28.28;18.03;264.8;16;62;0.234;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;02;-0.71;LN;21.73;27.59;17.78;108.4;12;20;0.185;28;28
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;03;-0.57;LN;22.52;28.64;18.18;174.2;10;58.8;0.338;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;04;-0.39;neutral;19.99;25.83;15.74;37.6;4;17.8;0.473;30;30
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;05;-0.13;neutral;18.14;24.56;12.97;39.6;5;25;0.631;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;06;0.06;neutral;18.38;24.38;13.61;22.6;2;18.2;0.805;30;30
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;07;0.14;neutral;18.15;24.74;12.15;0.4;0;0.4;1;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;08;0.27;neutral;18.04;24.6;12.98;106.2;5;44.2;0.416;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;09;0.53;EN_weakmod;20.17;27.02;14.7;50.6;8;18;0.356;30;30
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;10;0.81;EN_weakmod;21.34;27.22;17;238.6;14;52;0.218;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;11;0.97;EN_weakmod;20.61;25.61;16.97;245.4;16;69.6;0.284;30;30
A570;OLIVEIRA;-20,715;-44,86444444;1025;2018;12;0.92;EN_weakmod;22;28.12;17.57;250;17;44;0.176;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2019;01;0.89;EN_weakmod;23.69;30.26;18.42;112.6;5;35.8;0.318;31;31
A570;OLIVEIRA;-20,715;-44,86444444;1025;2019;02;0.86;EN_weakmod;22.51;28.13;18.3;294.4;14;66;0.224;28;28
